line_no,bank,bank_variant,cue_name,battle_cue_id,cue,sequence,waveform,awb_stream,character_code,character_name,gender,voice_target,classification,action,status,uexp_path,awb_path,audio_duration_sec,english_text,thai_text,transcript_status,transcript_source,battle_cry_class,thai_battle_cry
1606,V_M_BND_EN,,V_M_BND_BTL_16400,16400,45,45,45,46,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,2,I'm afraid this may hurt.,เกรงว่านี่จะเจ็บนะ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1607,V_M_BND_EN,,V_M_BND_BTL_16500,16500,46,46,46,47,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.898,Let us reverse our fortunes.,มาพลิกสถานการณ์กัน,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1608,V_M_BND_EN,,V_M_BND_BTL_16600,16600,47,47,47,48,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,0.78,Now!,ตอนนี้!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1609,V_M_BND_EN,,V_M_BND_BTL_17410,17410,48,48,48,49,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,0.956,This should do.,แบบนี้น่าจะได้,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1610,V_M_BND_EN,,V_M_BND_BTL_17411,17411,49,49,49,50,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.218,All for victory.,ทุกอย่างเพื่อชัยชนะ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1611,V_M_BND_EN,,V_M_BND_BTL_17412,17412,50,50,50,51,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.081,I have your back.,ข้าคอยหนุนหลังเจ้า,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1612,V_M_BND_EN,,V_M_BND_BTL_17413,17413,51,51,51,52,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.587,There is always a way.,ย่อมมีหนทางเสมอ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1613,V_M_BND_EN,,V_M_BND_BTL_17414,17414,52,52,52,53,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.437,This will serve well.,สิ่งนี้จะใช้ได้ดี,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1614,V_M_BND_EN,,V_M_BND_BTL_17415,17415,53,53,53,54,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.789,We must stay vigilant.,เราต้องระวังตัวอยู่เสมอ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1615,V_M_BND_EN,,V_M_BND_BTL_17440,17440,54,54,54,55,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.897,Let us steal our defenses.,มาเสริมการป้องกันของเรากัน,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1616,V_M_BND_EN,,V_M_BND_BTL_17441,17441,55,55,55,56,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.468,It is time to strike.,ถึงเวลาโจมตี,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1617,V_M_BND_EN,,V_M_BND_BTL_17442,17442,56,56,56,57,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.4,Preparation is key.,การเตรียมพร้อมคือกุญแจสำคัญ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1618,V_M_BND_EN,,V_M_BND_BTL_17443,17443,57,57,57,58,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.394,This is our chance.,นี่คือโอกาสของเรา,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1619,V_M_BND_EN,,V_M_BND_BTL_17444,17444,58,58,58,59,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.518,We must move fast.,เราต้องรีบ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1620,V_M_BND_EN,,V_M_BND_BTL_17450,17450,59,59,59,60,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.102,A brief respite.,พักสักครู่,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1621,V_M_BND_EN,,V_M_BND_BTL_17451,17451,60,60,60,61,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.279,Stay composed.,ตั้งสติไว้,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1622,V_M_BND_EN,,V_M_BND_BTL_17452,17452,61,61,61,62,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.457,We make it up here.,เราจะชดเชยตรงนี้,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1623,V_M_BND_EN,,V_M_BND_BTL_17480,17480,62,62,62,63,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.165,This must work.,ต้องได้ผล,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1624,V_M_BND_EN,,V_M_BND_BTL_17500,17500,63,63,63,64,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.765,Tomorrow is a new day.,พรุ่งนี้คือวันใหม่,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1625,V_M_BND_EN,,V_M_BND_BTL_17600,17600,64,64,64,65,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,2.515,I see the threads of battle more clearly.,ข้ามองเส้นทางของการต่อสู้ชัดเจนขึ้น,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1626,V_M_BND_EN,,V_M_BND_BTL_17700,17700,65,65,65,66,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,2.495,For the future of House Wulford.,เพื่ออนาคตแห่งตระกูลวูลฟอร์ต,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1627,V_M_BND_EN,,V_M_BND_BTL_17800,17800,66,66,66,67,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.768,My knowledge grows deeper.,ความรู้ของข้าลึกซึ้งขึ้น,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1628,V_M_BND_EN,,V_M_BND_BTL_17900,17900,67,67,67,68,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,0.869,Understood.,เข้าใจแล้ว,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1629,V_M_BND_EN,,V_M_BND_BTL_18000,18000,68,68,68,69,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.274,The honor is mine.,เป็นเกียรติของข้า,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1630,V_M_BND_EN,,V_M_BND_BTL_18200,18200,69,69,69,70,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.438,Never stop learning.,อย่าหยุดเรียนรู้,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1631,V_M_BND_EN,,V_M_BND_BTL_18300,18300,70,70,70,71,BND,Benedict,male,benedict,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_BND_EN.uexp,work/opening_trace_phase2/awb/V_M_BND_EN.awb,1.735,All for the young Lord.,ทุกอย่างเพื่อคุณหนู,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1632,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_00400,400,0,0,0,1,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,1.408,"Ah, right then.",อา ได้สิ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1633,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_00500,500,1,1,1,2,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,2.287,"What to do, what to do.",จะทำอะไรดี จะทำอะไรดี,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1634,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_00600,600,2,2,2,3,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,1.237,I must be vigilant.,ข้าต้องระวังตัว,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1635,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_01700,1700,3,3,3,4,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,1.223,"Ah, tricky.",อา ยุ่งยากจริง,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1636,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_01800,1800,4,4,4,5,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,1.696,Did I take on too much?,ข้ารับมือมากเกินไปหรือ?,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1637,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_01900,1900,5,5,5,6,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,1.267,didn't account for this.,ข้าไม่ได้คำนึงถึงเรื่องนี้,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1638,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_02700,2700,6,6,6,7,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,0.691,[BATTLE CRY],อั่ก...,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,STATUS_REACTION,อั่ก...
1639,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_02800,2800,7,7,7,8,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,0.745,My body.,ร่างกายของข้า...,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1640,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_02900,2900,8,8,8,9,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,0.614,[BATTLE CRY],ฮึ่ย!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,ATTACK_CRY,ฮึ่ย!
1641,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_03000,3000,9,9,9,10,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,0.967,[BATTLE CRY],ฮึ่ย!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,ATTACK_CRY,ฮึ่ย!
1642,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_03100,3100,10,10,10,11,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,0.678,Heeyah!,เฮ้ย่า!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1643,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_03200,3200,11,11,11,12,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,0.788,Take this!,รับนี่ไป!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1644,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_03500,3500,12,12,12,13,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,1.128,You're finished!,เจ้าจบแล้ว!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1645,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_08800,8800,13,13,13,14,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,1.917,Efficiency is key.,ประสิทธิภาพคือสิ่งสำคัญ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1646,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_08900,8900,14,14,14,15,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,1.598,Exploit their weakness!,เล่นงานจุดอ่อนของพวกมัน!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1647,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_09000,9000,15,15,15,16,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,2.695,Scratch my back. I'll scratch yours.,ช่วยข้า แล้วข้าจะช่วยเจ้า,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1648,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_14200,14200,16,16,16,17,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,1.53,Exactly as planned.,เป็นไปตามแผนเป๊ะ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1649,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_14300,14300,17,17,17,18,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,1.538,Not bad.,ไม่เลว,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1650,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_14400,14400,18,18,18,19,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,0.875,No use?,ไม่ได้ผลหรือ?,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1651,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_14500,14500,19,19,19,20,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,1.447,Time to switch tactics.,ได้เวลาเปลี่ยนกลยุทธ์,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1652,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_14600,14600,20,20,20,21,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,0.542,[BATTLE CRY],อ๊าก!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,HURT_CRY,อ๊าก!
1653,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_14700,14700,21,21,21,22,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,0.76,[BATTLE CRY],อึ่ก!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,HURT_CRY,อึ่ก!
1654,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_14800,14800,22,22,22,23,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,0.461,[BATTLE CRY],อ๊าก!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,HURT_CRY,อ๊าก!
1655,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_15000,15000,23,23,23,24,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,1.97,Agh! Agh!,อั่ก! อั่ก!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1656,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_15100,15100,24,24,24,25,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,0.993,Agh!,อั่ก!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1657,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_15200,15200,25,25,25,26,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,1.456,Now it's my turn!,ตอนนี้ตาข้าแล้ว!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1658,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_15300,15300,26,26,26,27,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,0.551,Hold it!,หยุดก่อน!,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
1659,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_15400,15400,27,27,27,28,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,0.288,[BATTLE CRY],ฮ่า!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,EVADE_GUARD,ฮ่า!
1660,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_15500,15500,28,28,28,29,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,0.607,[BATTLE CRY],ฮึบ!,NONVERBAL_BATTLE_CRY,heuristic-after-asr:openai/whisper-large-v3-turbo,EVADE_GUARD,ฮึบ!
1661,V_M_CLR_E_EN,E,V_M_CLR_E_BTL_15600,15600,29,29,29,30,CLR,แคลรุส,male,clarus,BATTLE_VOICE_BTL,CANDIDATE_FOR_THAI_BATTLE_VOICE,READY_FOR_REVIEW,work/opening_trace_phase3/cuesheet_packages/V_M_CLR_E_EN.uexp,work/opening_trace_phase2/awb/V_M_CLR_E_EN.awb,1.792,"Phew, thank you.",เฮ้อ ขอบคุณ,ASR_TRANSCRIBED,openai/whisper-large-v3-turbo,,
